experiment_id,template,template_purpose,dataset,question_id,question,formatted_prompt,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,timestamp
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,751,who has won the most college football national champions,"Based on retrieved information, answer: who has won the most college football national champions",Princeton,princeton,1.0,1.0,1.0,1,2025-07-11T16:06:55.653233
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,752,what languages are spoken in india the most,"Based on retrieved information, answer: what languages are spoken in india the most",Bengali,hindi,0.0,0.0,0.0,1,2025-07-11T16:06:56.264395
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,753,what is the name of the hyena in lion king,"Based on retrieved information, answer: what is the name of the hyena in lion king",Banzai,shenzi,0.0,0.0,0.0,1,2025-07-11T16:06:56.595336
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,754,what is the meaning of the dragon boat festival,"Based on retrieved information, answer: what is the meaning of the dragon boat festival",commemorating fealty and filial piety,fealty and filial piety,0.0,0.888888888888889,0.8,4,2025-07-11T16:06:56.858480
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,755,what was the real name of saudi arabia,"Based on retrieved information, answer: what was the real name of saudi arabia",the Saudi Arab kingdom,,0.0,0.0,0.0,0,2025-07-11T16:06:57.271794
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,756,what is the function of the pericardial sac,"Based on retrieved information, answer: what is the function of the pericardial sac",Lubricates the heart,gives protection against infection,0.0,0.0,0.0,4,2025-07-11T16:06:58.321561
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,757,chris cornell she's going to change the world,"Based on retrieved information, answer: chris cornell she's going to change the world",Can't Change Me,question : how do you like sex?,0.0,0.0,0.0,7,2025-07-11T16:06:59.721075
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,758,who played the mad hatter in the batman tv show,"Based on retrieved information, answer: who played the mad hatter in the batman tv show",Roddy McDowall,wynn,0.0,0.0,0.0,1,2025-07-11T16:07:00.261864
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,759,who played the colorado kid in rio bravo,"Based on retrieved information, answer: who played the colorado kid in rio bravo",Ricky Nelson,ricky nelson,1.0,1.0,1.0,2,2025-07-11T16:07:00.769705
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,760,other than water what else has hydrogen bonds,"Based on retrieved information, answer: other than water what else has hydrogen bonds",inorganic molecules such as water,water,0.0,0.33333333333333337,0.2,1,2025-07-11T16:07:01.249479
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,761,where was when we first met netflix filmed,"Based on retrieved information, answer: where was when we first met netflix filmed",New Orleans,in new orleans,0.0,0.8,1.0,3,2025-07-11T16:07:01.732703
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,762,who was the viceroy when the simon commission visited india,"Based on retrieved information, answer: who was the viceroy when the simon commission visited india",Lord Irwin,lord canning,0.0,0.5,0.5,2,2025-07-11T16:07:02.090397
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,763,what category was hurricane charley when it hit florida,"Based on retrieved information, answer: what category was hurricane charley when it hit florida",4,category 4,0.0,0.6666666666666666,1.0,2,2025-07-11T16:07:02.611114
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,764,when did the united states host the world cup,"Based on retrieved information, answer: when did the united states host the world cup",1994,1994,1.0,1.0,1.0,1,2025-07-11T16:07:03.312012
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,765,is parallax more pronounced with nearby stars or with distant stars,"Based on retrieved information, answer: is parallax more pronounced with nearby stars or with distant stars",nearby objects,nearby stars,0.0,0.5,0.5,2,2025-07-11T16:07:04.092558
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,766,when did the us not go to the olympics,"Based on retrieved information, answer: when did the us not go to the olympics",The 1980 Summer Olympics,1980,0.0,0.4,0.25,1,2025-07-11T16:07:04.824394
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,767,number 4 in roman numerals on clock faces,"Based on retrieved information, answer: number 4 in roman numerals on clock faces",IV,factorials n!,0.0,0.0,0.0,2,2025-07-11T16:07:05.367127
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,768,when was the last year the eagles went to the superbowl,"Based on retrieved information, answer: when was the last year the eagles went to the superbowl",following the 2017 season,2017,0.0,0.4,0.25,1,2025-07-11T16:07:06.057510
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,769,who is the team that beat the eagles this season,"Based on retrieved information, answer: who is the team that beat the eagles this season",Dallas Cowboys,kansas city chiefs,0.0,0.0,0.0,3,2025-07-11T16:07:06.400718
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,770,when did lionel messi play his first game for barcelona,"Based on retrieved information, answer: when did lionel messi play his first game for barcelona",2002,2011,0.0,0.0,0.0,1,2025-07-11T16:07:06.744401
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,771,who won the super heavyweight gold medal at the 2000 olympics,"Based on retrieved information, answer: who won the super heavyweight gold medal at the 2000 olympics",Audley Harrison,,0.0,0.0,0.0,0,2025-07-11T16:07:07.252235
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,772,who turns into a bear in the hobbit,"Based on retrieved information, answer: who turns into a bear in the hobbit",Beorn,kenai,0.0,0.0,0.0,1,2025-07-11T16:07:07.890822
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,773,batman the enemy with episode 5 release date,"Based on retrieved information, answer: batman the enemy with episode 5 release date","March 27, 2018","march 27, 2018",0.0,1.0,1.0,3,2025-07-11T16:07:08.879868
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,774,yeh hai mohabbatein serial star cast real name,"Based on retrieved information, answer: yeh hai mohabbatein serial star cast real name",Divyanka Tripathi and Karan Patel,karan patel,0.0,0.5714285714285715,0.4,2,2025-07-11T16:07:09.310648
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,775,where is the slide placed on the microscope,"Based on retrieved information, answer: where is the slide placed on the microscope",stage,stage,1.0,1.0,1.0,1,2025-07-11T16:07:10.046849
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,776,when did mcgee became a regular on ncis,"Based on retrieved information, answer: when did mcgee became a regular on ncis",in season two,season two,0.0,0.8,0.6666666666666666,2,2025-07-11T16:07:10.215508
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,777,who owns the crown plaza hotel in chicago illinois,"Based on retrieved information, answer: who owns the crown plaza hotel in chicago illinois",InterContinental Hotels Group,intercontinental hotels group,1.0,1.0,1.0,3,2025-07-11T16:07:10.962010
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,778,when was the last time the eu was audited,"Based on retrieved information, answer: when was the last time the eu was audited",1994,2014,0.0,0.0,0.0,1,2025-07-11T16:07:11.484093
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,779,the legend of heroes trails in the sky the 3rd vita,"Based on retrieved information, answer: the legend of heroes trails in the sky the 3rd vita","July 14, 2016",playstation 3,0.0,0.0,0.0,2,2025-07-11T16:07:11.794455
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,780,when was a series of unfortunate events published,"Based on retrieved information, answer: when was a series of unfortunate events published",September 1999,october 2012,0.0,0.0,0.0,2,2025-07-11T16:07:12.518454
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,781,who will win 2018 election in sri lanka,"Based on retrieved information, answer: who will win 2018 election in sri lanka",Sri Lanka Podujana Peramuna,,0.0,0.0,0.0,0,2025-07-11T16:07:13.272946
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,782,what is the name for the ch3coo- ion,"Based on retrieved information, answer: what is the name for the ch3coo- ion",polyatomic anion,sodium acetate,0.0,0.0,0.0,2,2025-07-11T16:07:14.299196
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,783,what type of government did the ming dynasty have,"Based on retrieved information, answer: what type of government did the ming dynasty have",imperial rule,2018,0.0,0.0,0.0,1,2025-07-11T16:07:15.118524
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,784,who did us fight in world war 1,"Based on retrieved information, answer: who did us fight in world war 1",Germany,germany,1.0,1.0,1.0,1,2025-07-11T16:07:15.553693
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,785,when was rosencrantz and guildenstern are dead written,"Based on retrieved information, answer: when was rosencrantz and guildenstern are dead written",1966,1966,1.0,1.0,1.0,1,2025-07-11T16:07:16.087645
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,786,nuclear power plant that blew up in russia,"Based on retrieved information, answer: nuclear power plant that blew up in russia",Chernobyl Nuclear Power Plant,kyshtym disaster,0.0,0.0,0.0,2,2025-07-11T16:07:17.061189
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,787,who sang picking up pebbles and throwing them into the sea,"Based on retrieved information, answer: who sang picking up pebbles and throwing them into the sea",Matt Flinders,kavita,0.0,0.0,0.0,1,2025-07-11T16:07:17.827616
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,788,how many breeds of pigs are there in the uk,"Based on retrieved information, answer: how many breeds of pigs are there in the uk",---,over 60,0.0,0.0,0.0,2,2025-07-11T16:07:18.686775
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,789,where did the battle of corinth take place,"Based on retrieved information, answer: where did the battle of corinth take place","in Corinth, Mississippi",greece,0.0,0.0,0.0,1,2025-07-11T16:07:19.679954
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,790,who sings the song i'll never forget you,"Based on retrieved information, answer: who sings the song i'll never forget you",Mariah Carey,miley cyrus,0.0,0.0,0.0,2,2025-07-11T16:07:20.710715
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,791,who played shmuel in the boy in the striped pyjamas,"Based on retrieved information, answer: who played shmuel in the boy in the striped pyjamas",Jack Scanlon,jack charles scanlon,0.0,0.8,1.0,3,2025-07-11T16:07:21.565723
multi_dataset_20250711_152616,retrieval_focused,Explicitly leverages RAG's retrieval mechanism,NQ-Open,792,who sang rip it up and start again,"Based on retrieved information, answer: who sang rip it up and start again",Scottish post-punk band Orange Juice,orange juice,0.0,0.5714285714285715,0.4,2,2025-07-11T16:07:22.509018
